"date","hour","activity","workout","keywords","time","i0","i1","i2","i3","i4","i5","distance(km)","climb(m)","intensity","t-intensity","ahr","mhr","controls","spiked","rhr","sleep","weight(kg)","injured","sick","restday","shoes","route","description","private note"
"2021-10-01","16","Running","","","00:30:35","","00:30:35","","","","","6.441","","1.0","","","","","","","","","","","","NB Propel V2","","Jog round Lago di Lago and Lago di Santa Maria. Followed by a swim and an ice cream. Getting dropped by the girls; unbelievable.",""
"2021-10-02","8","Running","","","00:19:22","","00:19:22","","","","","3.825","58.5","1.0","","","","","","","","","","","","NB Propel V2","","Shaking it out avec Grace. Legs feeling okay.",""
"2021-10-02","11","Running","warm up/down","","00:19:07","","00:19:07","","","","","2.844","89.2","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-10-02","11","Orienteering","","","00:40:15","","","","","00:40:15","","6.0","250.0","4.0","","","","","","","","","","","","VJ irock 3 #2","","WC Middle - 73rd.

Very meh. Excellent terrain and course though.",""
"2021-10-02","11","Running","warm up/down","","00:05:00","","00:05:00","","","","","1.0","","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-10-03","8","Running","","","00:19:17","","00:19:17","","","","","3.75","37.3","1.0","","","","","","","","","","","","NB Propel V2","","Joggo with Grace. Legs felt fine but I'm very tiredy atm.","MSR game plan.

-get my route for each control sorted.
- sit on the back of anyone and grind to stay in them"
"2021-10-03","13","Running","warm up/down","","00:10:01","","00:10:01","","","","","1.78","66.5","1.0","","","","","","","","","","","","Adidas Adizero Pro","","",""
"2021-10-03","13","Orienteering","","","00:18:30","","","","","","00:18:30","5.0","","5.0","","","","","","","","","","","","","","WC MSR.

Yea not brilliant from myself.",""
"2021-10-04","11","Running","","","01:20:13","","01:20:13","","","","","11.468","595.8","1.0","","","","","","","","","","","","NB Propel V2","","Jog with Fiona and Grace up some rando hill on the way to the airport. Hanging after last night but tbh got away with it quite lightly.",""
"2021-10-05","12","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","Back to cold rainy Edi, back to work.",""
"2021-10-05","17","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","Turbo time. Watching cycling videos, muchos enjoyment.",""
"2021-10-06","11","Running","","","01:13:47","","","01:13:47","","","","16.178","207.9","2.0","","","","","","","","","","","","NB Propel V2","","Lunchtime wander round the city. Checking out Calton Hill to make sure there's no major issues for fwtn tomorrow, lap of the seat and then some meadows. Lovely and sunny, felt okay, enjoyed it.",""
"2021-10-07","8","Running","","","00:47:29","","","00:47:29","","","","8.891","156.9","2.0","","","","","","","","","","","","NB Propel V2","","Pre n post gym with pedley. We started incredibly slow as per but an hour of activation later and peds started running somewhat fast :0 ;) Also got an apple from Dudingston and then I had to listen to pedley violently nose breathing as he ate it up going up a hill. What a morning.",""
"2021-10-07","8","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Some good work. Will be squatting 100kg by December ;)",""
"2021-10-07","18","Running","","","00:43:23","","00:43:23","","","","","7.018","127.4","1.0","","","","","","","","","","","","NB Propel V2","","Fwtn business.",""
"2021-10-08","11","Running","","","01:11:42","","","01:11:42","","","","13.941","318.0","2.0","","","","","","","","","","","","Saucony Peregrine 10 ST","","Bit if this bit of that. First half with Dan. Got moving a bit on some climbs which was fun.",""
"2021-10-09","11","Running","","","01:03:44","","","01:03:44","","","","14.329","88.3","2.0","","","","","","","","","","","","NB Propel V2","","Canal and Wol out to see the grandparents. They were doing well and I got exceedingly wet. Legs feeling primed for Skyline tomorrow, let's get after it!",""
"2021-10-09","18","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-10-10","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","","Skyline plan:

Get to Drove road feeling good, start ramping then rearlly grind for Harbour onwards.

Eat at 40mins, 80mins, 120mins. Bar, gel, gel. Drink at these times as well and whenever you get a chance take water.

I want to run sub 2.40."
"2021-10-10","10","Running","warm up/down","","00:06:43","","00:06:43","","","","","1.123","20.8","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-10-10","10","Running","","","02:31:55","","","","","02:31:55","","27.078","1806.0","4.0","","","","","","","","","","","","VJ irock 3 #2","","Pentlands Skyline - 3rd.

Great fun until about Bells Hill, then I started bonking badly. Just ploughed on and held the position, wanted a sub 2.40 and was nearly at a sub 2.30 so I'm quite a happy and massively ruined potato right now. ",""
"2021-10-10","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","","Skyline review:

I think I started quite hard but really that was the right pace and I just needed more leg strength.

The bars didn't work well, I should have just used gels. Also I need to be careful when opening the gels so I can actually eat it.

Maybe could have gone deeper on the final few climbs but I buried myself well today. More fight on the last descent would have been good."
"2021-10-11","15","XT","","","01:00:14","","01:00:14","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","16.07 km (16.0 kph) +94m.

To gym and then mooching around KF. Good fun, nice evening.",""
"2021-10-11","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","""Gym"". Did mobility and balance and lots of complaining about the legs, ideal.",""
"2021-10-12","17","Running","","","01:18:02","","01:18:02","","","","","13.912","51.9","1.0","","","","","","","","","","","","Saucony Peregrine 10 ST","","Massive plod with Spenny. Legs not good at all.",""
"2021-10-13","11","Running","","","00:45:01","","00:45:01","","","","","8.616","134.2","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Hermitage with Pedley.",""
"2021-10-13","17","Running","","","00:40:49","","","00:40:49","","","","8.347","123.7","2.0","","","","","","","","","","","","NB Propel V2","","Seat lap. Hangover has hit and I needed a poop. Fun.",""
"2021-10-14","12","Running","","","01:44:04","","","01:44:04","","","","18.728","500.6","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Pfh. Legs feeling a bit tiredy but pretty normal. Windy out, but nice and dry. Good times",""
"2021-10-15","12","Running","","","01:01:26","","","01:01:26","","","","14.257","90.5","2.0","","","","","","","","","","","","NB Propel V2","","Hermitage loop and then a few meadows laps. Lovely stuff in the sun. Legs feeling A-okay, just in time to mash them at FRAs and CSC this weekend :))",""
"2021-10-15","17","S & C","","","00:30:00","00:30:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-10-16","11","Running","","","00:08:20","","00:08:20","","","","","1.601","2.9","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-10-16","11","Running","","","01:02:34","","","","","01:02:34","","10.609","624.8","4.0","","","","","","","","","","","","VJ irock 3 #2","","FRAs Leg 2 w Peds.

Legs felt pretty horrible for the majority, Skyline still kicking about for sure. We nailed the routechoices though which made for an exciting finale. Unfortunately the ankle was feeling rather weak so didn't want to fully poon it off the final hill. Big up Felix and Bisset as well, unbelievable stuff from them :0",""
"2021-10-16","11","Running","","","00:05:20","","00:05:20","","","","","0.717","","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-10-17","","Note","","","","","","","","","","","","","","","","","","","","","","","","","","","CSC Final preview.

This is going to be very good practise for those final few races when the legs are dead but you have to perform. I want to win. Technically I want to race hard on the paths and take aggressive lines corner cutting. Then I need a bit of control coming in and off paths. I also don't want to twist the ankle so I will tape it well."
"2021-10-17","8","Running","","","00:17:44","","00:17:44","","","","","2.329","110.8","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Stakeout w peds.",""
"2021-10-17","12","Running","","","00:17:41","","00:17:41","","","","","3.062","55.0","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-10-17","12","Orienteering","","","00:55:55","","","","00:30:55","00:25:00","","10.454","167.2","3.45","","","","","","","","","","","","VJ irock 3 #2","","CSC Final.

Ah won't actually write much, basically my ankle went yesterday so was mincing hard in the terrain and legs stuck in 3rd gear after yesterday. Ankle got really bad mid way so couldn't focus and then made some fairly hefty mistakes. Another frustrating one to end 2021, basically the more I've tried this year the worse I've got, need to rest and reset for next year now.",""
"2021-10-18","15","XT","","","00:36:19","","00:36:19","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","11.73 km (19.4 kph) +114m.",""
"2021-10-18","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-10-19","17","Running","","","00:33:15","","00:33:15","","","","","6.023","73.7","1.0","","","","","","","","","","","","NB Propel V2","","Ploddo up the crags with a stop to chat with Thompass (juicy goss, oi oi @FW) and then Gregor later on.
Two weeks of this then will build back up to 2022!",""
"2021-10-20","16","Running","","","00:31:22","","00:31:22","","","","","6.229","25.5","1.0","","","","","","","","","","","","NB Propel V2","","Meadows.",""
"2021-10-21","7","Running","","","00:35:51","","00:35:51","","","","","6.855","70.7","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Before gym with Dan, then home with peds.",""
"2021-10-21","7","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Gym",""
"2021-10-22","15","Running","","","00:31:55","","00:31:55","","","","","6.3","37.7","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Another 30mins, very exciting.",""
"2021-10-23","15","Running","","","00:31:22","","00:31:22","","","","","6.22","37.4","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Meadows again. With Dan and Noah and we ran through an Anti-vax rally, lolol. Wonder when the sub 5s will come into play again haha.",""
"2021-10-24","15","Running","","","00:49:11","","00:49:11","","","","","8.069","235.8","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Seat with spenny, including spuds crack.",""
"2021-10-25","15","XT","","","00:45:11","","00:45:11","","","","","","","1.0","","","","","","","","","","","","Giro Triple","","15.86 km (21.1 kph) +231m.

Ppre gym KF lap and then 2 seat laps. All good fun until the crank started falling off, luckily it remained in place till the gym.",""
"2021-10-25","16","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Gym. 3*5 squats at 70, 80, 80. Working up to the big hundo;)",""
"2021-10-26","11","Running","","","00:48:21","","00:48:21","","","","","9.06","143.3","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Hermitage and Blackford scramble with Dan. Got nipped by a dog, wee bastard. Apart from that very enjoyable.",""
"2021-10-27","16","Running","","","00:48:28","","","00:48:28","","","","7.522","282.6","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Seat. Didn't quite make euoc long run as was solving some mafs. Anyways good fun scrambling about, bit sketchy on the slippy rocks but we survived. Best I've felt in a good few weeks :)",""
"2021-10-28","12","Running","","","00:45:43","","","00:45:43","","","","9.835","91.3","2.0","","","","","","","","","","","","NB Propel V2","","Hermitage loop with Dan. Wet but some goood chats so was goood fun. Feeling surprisingly okay...",""
"2021-10-29","17","Running","","","00:45:04","","00:45:04","","","","","8.53","132.8","1.0","","","","","","","","","","","","NB Propel V2","","Slap plod. Got quite dark.",""
"2021-10-29","17","Running","","","00:01:01","","","","","","00:01:01","0.39","","5.0","","","","","","","","","","","","NB Propel V2","","Strides. Nearly time to play the training game again.",""
"2021-10-30","13","Running","","","01:07:19","","01:07:19","","","","","10.744","382.9","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Finishing off FWs big job with him. He was shifting so well, respect.",""
"2021-10-31","9","Running","","","01:32:33","","","01:32:33","","","","13.38","740.7","2.0","","","","","","","","","","","","VJ iRock 3","","Pentlands bosh with pedley, fiona and bashman. Pretty terrible weather but some good levels of chat were maintained so time flew by. Did the scree and a new path at the end, excellent stuff.",""
"2021-11-01","15","Running","","","00:16:26","","00:16:26","","","","","3.345","74.6","1.0","","","","","","","","","","","","NB Propel V2","","To/from gym.",""
"2021-11-01","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Lots of chat, not much action. ""Easy"" week.",""
"2021-11-01","15","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","","","Cross trainer. First bit with wozzle and pippa, noice. Got sweaty sweaty sweaty.",""
"2021-11-02","18","Running","warm up/down","","00:16:02","","","00:16:02","","","","3.408","11.6","2.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-11-02","18","Running","","","00:30:01","","","","","00:30:01","","8.747","","4.0","","","","","","","","","","","","Saucony Endorphin Speed","","Hounds session - 8/2 + 2*4/1 + 8/2.

Thought this was gonna be grim but I just tucked in and rolled with it. Did feel like we were running unbelievably fast to begin with but I got used to it again and soon felt comfy. Started hurting a bit on the last rep so backed off a few meters from AJ and Bobby and finished at my own pace. Was very good fun, look forward to more :)",""
"2021-11-02","18","Running","","","00:01:55","","","","","","00:01:55","0.779","","5.0","","","","","","","","","","","","Saucony Endorphin Speed","","4*30s. Spud speeeeeed.",""
"2021-11-02","18","Running","","","00:18:36","","00:18:36","","","","","3.405","9.8","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-11-03","14","Running","","","01:02:21","","","01:02:21","","","","10.053","293.9","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Tried to make the euoc run but some misplaced flat keys stopped that plan so was just scooting about some lines solo. Got a handful of bird shit going up the crack, delightful.",""
"2021-11-04","8","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Did some decent work and had some good chat. Successful morning.",""
"2021-11-04","19","Running","","","00:10:02","","00:10:02","","","","","1.907","19.9","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","",""
"2021-11-04","19","Orienteering","","","00:35:43","","","","00:35:43","","","8.158","29.2","3.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Cruising round the Morrtonhall fwtn. Got a front row seat to the RickyP mistake show. Tbf my tekkers were a bit sloppy at times as well. Great fun had tho, even tho I finished and had to immediately destroy some bushes...",""
"2021-11-04","19","Running","","","00:21:09","","00:21:09","","","","","3.692","22.3","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Collecting with Spongey and JT. Found a football, unreal scenes.",""
"2021-11-05","15","Running","","","00:45:36","","00:45:36","","","","","7.538","238.5","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Easy easy crags and crack combo. With Dan and Joe then the Campbells joined for a brief moment as well. Fun times.",""
"2021-11-05","15","Running","","","00:01:04","","","","","","00:01:04","0.361","","5.0","","","","","","","","","","","","NB Fuelcore Nitrel","","4*~15s.",""
"2021-11-06","10","Running","warm up/down","","00:12:23","","00:12:23","","","","","2.279","47.9","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","",""
"2021-11-06","10","Orienteering","","","00:31:55","","","","","00:31:55","","7.661","13.1","4.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Livingston sprinting. Ran course 3 and split it into 3 intervals. Was bloody moist out so was Tokyo drifting a lot of the corners. Overall okay.","1. Route sorted by the control.
2. Simple plans, key features.
3. Push hard out of every corner"
"2021-11-06","10","Running","","","00:02:00","","00:02:00","","","","","0.383","5.9","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","",""
"2021-11-06","16","Running","warm up/down","","00:11:01","","00:11:01","","","","","1.877","80.8","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-11-06","16","Orienteering","","","00:51:04","","","","00:51:04","","","7.352","168.4","3.0","","","","","","","","","","","","VJ irock 3 #2","","NightO ints with GG and peds. Running with gg for the majority, pretty grotty area but good training. An exciting afternoon. Straight back to Edi and suited up!",""
"2021-11-06","16","Running","","","00:01:56","","00:01:56","","","","","0.339","","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-11-07","11","Running","","","01:32:07","","01:32:07","","","","","11.834","799.0","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Pentlands with a big squad. Abso clattered my knee last night so that was really quite sore. Gooood times :)",""
"2021-11-08","15","Running","","","00:15:46","","00:15:46","","","","","3.395","74.3","1.0","","","","","","","","","","","","NB Propel V2","","There and back again.",""
"2021-11-08","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Good, back on the squats. Tried out the 100kg and didn't die.",""
"2021-11-08","15","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","","","Elliptical tings. Did enjoy switching off for a bit.",""
"2021-11-09","18","Running","warm up/down","","00:15:51","","","00:15:51","","","","3.358","11.3","2.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-11-09","18","Running","tempo","","00:35:05","","","","","00:35:05","","10.056","","4.0","","","","","","","","","","","","Saucony Endorphin Speed","","Hounds but not hounds, hmm. Their session was a bit weird so me, Bobby, Dashwood, Ewan and Todge went with some classic 8s and 4s. 3*8/2 + 4/1 for me. Paces fine, aerobically feeling grand but legs and back were not impressed by the squatting yesterday so had to force them to go a bit. Anyways solid work banked, won't go so hard in gym next week lol.",""
"2021-11-09","18","Running","","","00:20:29","","00:18:29","","","","00:02:00","3.878","8.0","1.39","","","","","","","","","","","","Saucony Endorphin Speed","","Inc 4*30s.",""
"2021-11-10","6","Running","","","01:36:39","","","01:36:39","","","","16.692","536.8","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Pfh with mosson, fw and peds. Bit of an early start but leggies actually felt good once we were going. Nice light up on the tops, excellent stuff.",""
"2021-11-11","8","Running","","","00:21:30","","00:21:30","","","","","4.027","67.8","1.0","","","","","","","","","","","","NB Propel V2","","To/from gym. Walked out the flat as Alice was jogging past, then fiona joined later and Dan on the way home, excellent stuff.",""
"2021-11-11","8","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Decent work.",""
"2021-11-11","12","Running","","","01:00:09","","","01:00:09","","","","12.251","161.3","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Cutting about places with Dan and Breeze. Lovely lovely sunshine.",""
"2021-11-12","15","Running","","","00:31:11","","00:31:11","","","","","6.12","51.4","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Joggo with a goood amount of peeps. Did some rouge hospital loops as well, love to see it.",""
"2021-11-12","15","Running","","","00:01:00","","","","","","00:01:00","0.342","","5.0","","","","","","","","","","","","NB Fuelcore Nitrel","","4*15s on grass. Just cultivating the sprint finish before tomorrow, let's goooooo.",""
"2021-11-13","7","Running","","","00:13:02","","00:13:02","","","","","2.574","12.4","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","A singular meadows lap wake up with pedley. Nicee skies.",""
"2021-11-13","12","Running","warm up/down","","00:13:44","","00:13:44","","","","","2.432","37.5","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-11-13","12","Orienteering","","","00:34:19","","","","","00:34:19","","6.168","197.8","4.0","","","","","","","","","","","","VJ irock 3 #2","","BOC Relays.

3rd leg. Sent out in 2nd place alone chasing Spongey. Started at a pace I should be able to race at but the lack of fitness atm got me, also ankles not great. Technically okay and nice to be pretty much exactly same time as the FVO team boys. Need to be able to close those gaps down tho if we want to win next year. Onwards.",""
"2021-11-13","12","Running","warm up/down","","00:11:16","","00:11:16","","","","","1.961","14.7","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-11-14","11","Running","long","","01:58:00","","","01:58:00","","","","21.38","966.6","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Pfh. Had some serious talks with myself.",""
"2021-11-15","15","Running","","","00:16:49","","00:16:49","","","","","3.261","73.2","1.0","","","","","","","","","","","","NB Propel V2","","Jim",""
"2021-11-15","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-11-15","15","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","","","Elliptical. Forgot the headphones so this was looooong.",""
"2021-11-16","18","Running","warm up/down","","00:16:01","","","00:16:01","","","","3.279","13.6","2.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-11-16","18","Running","tempo","","00:40:01","","","","","00:40:01","","11.505","","4.0","","","","","","","","","","","","Saucony Endorphin Speed","","Hounds, 8/2 + 2*4/1 + 8/2 + 2*4/1.

Leggies feeling nice this evening so I was leading my little group of Bobby, Dashwood and a new guy called David. Nice to be able to run that feeling comfy, won't happen every week so gotta take it when it comes :)",""
"2021-11-16","18","Running","","","00:06:47","","00:04:47","","","","00:02:00","1.458","","2.18","","","","","","","","","","","","Saucony Endorphin Speed","","4*30s.",""
"2021-11-16","18","Running","warm up/down","","00:20:26","","00:20:26","","","","","3.668","10.7","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","3 boys, all in need of a toilet.",""
"2021-11-17","9","Running","","","00:40:30","","","00:40:30","","","","8.231","150.0","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Slap with pedley. Nice morning, body feeling tired but legs all good.",""
"2021-11-17","18","Running","","","00:45:36","","00:45:36","","","","","6.252","250.8","1.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Cats Nick and then the traverse into climb on the seat. Good fun, first time up the nick, an excellent addition to the seat scramble portfolio.",""
"2021-11-18","8","Running","","","00:21:12","","00:21:12","","","","","4.053","66.8","1.0","","","","","","","","","","","","NB Propel V2","","To/from gym.",""
"2021-11-18","8","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-11-18","19","Running","","","00:12:41","","00:12:41","","","","","2.523","31.1","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-11-18","19","Orienteering","","","00:33:08","","","","","00:33:08","","7.635","143.8","4.0","","","","","","","","","","","","VJ irock 3 #2","","FwtN @ Braids.

Good start with Bash, then messed about on a bush at the start of the phi. Twisted the ankle a bit coming out of the phi so was jogging it for a control, then that got better so started going again. Was a bit off Bash and spongey in the later section but taking better lines so closing, then took a bad routechoice near the end so ended up a bit behind. Just needed a bit more composure and would have been in the sprint finish mixer, but happy off tired legs from Tuesday. Rest of the week is pretty chill :))",""
"2021-11-18","19","Running","","","00:23:19","","00:23:19","","","","","3.424","80.3","1.0","","","","","","","","","","","","VJ irock 3 #2","","Collecting.",""
"2021-11-19","11","Running","","","01:00:30","","","01:00:30","","","","12.564","126.5","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Ez with Todger and Finn.",""
"2021-11-20","10","Running","","","01:56:39","","","01:56:39","","","","16.427","1175.0","2.0","","","","","","","","","","","","VJ irock 3 #2","","Coledale fells. Forgot my thermal so was pretty bloody cold and wet for quite a lot of this, had to keep shifting to keep warm. There is something quite satisfying about pooning about in the clag with not another soul in sight, although should have defo brought more clothes.",""
"2021-11-21","11","Running","","","00:26:25","","00:26:25","","","","","4.845","70.1","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-11-21","11","Orienteering","","","00:49:32","","","","00:49:32","","","7.198","316.0","3.0","3","","","18","","","","","","","","VJ irock 3 #2","","Galoppen @ Great Tower.

Didn't want anything too hard so just cruised round at the peak of the tekkers-speed bell curve. Unbelievably nice skog and ankles feeling grand so I was really quite sad when it ended. Blue skies day as well, all round, worth the trip home :)))",""
"2021-11-21","11","Running","","","00:13:43","","00:13:43","","","","","2.803","29.7","1.0","","","","","","","","","","","","VJ irock 3 #2","","",""
"2021-11-22","15","Running","","","00:15:44","","00:15:44","","","","","3.36","74.4","1.0","","","","","","","","","","","","NB Propel V2","","",""
"2021-11-22","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Good tings, up to the 90kg squats.",""
"2021-11-22","15","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","","","Elliptical. Had headphones this week, much more pleasant.",""
"2021-11-23","17","Running","warm up/down","","00:16:35","","00:16:35","","","","","3.378","12.3","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-11-23","17","Running","tempo","","00:30:05","","","","","00:30:05","","8.651","","4.0","","","","","","","","","","","","Saucony Endorphin Speed","","Early seshwan with Boyan and Noah. Leggies feeling average so didn't push for the 40mins. Managed to knock out 3 limericks mid sesh so an entertaining evening.",""
"2021-11-23","17","Running","","","00:06:43","","00:04:43","","","","00:02:00","1.494","","2.19","","","","","","","","","","","","Saucony Endorphin Speed","","Strides.",""
"2021-11-23","17","Running","","","00:24:24","","00:24:24","","","","","4.374","10.4","1.0","","","","","","","","","","","","Saucony Endorphin Speed","","",""
"2021-11-24","15","Running","","","01:26:39","","","01:26:39","","","","12.083","574.8","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Seat",""
"2021-11-25","8","Running","","","00:20:08","","00:20:08","","","","","3.971","65.9","1.0","","","","","","","","","","","","NB Propel V2","","Gym stuff.",""
"2021-11-25","8","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","",""
"2021-11-25","16","Running","","","01:00:22","","","01:00:22","","","","14.185","178.1","2.0","","","","","","","","","","","","NB Propel V2","","Seat and a couple meadows lap. Felt alright so kept moving to keep warm. Wisdom tooth is agony atm, need to get myself to a dentist.",""
"2021-11-26","16","Running","","","01:10:15","","","01:10:15","","","","13.729","300.5","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Setmurthy in the dark. Went home to the dentist, have some abscess under a filling on top of all the nerves, does explain the constant pain of late. Antibiotics for 7days and some stronger pain killers, woohoo, fun times.",""
"2021-11-27","12","Running","","","01:18:54","","","01:18:54","","","","17.331","339.2","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Down to Cockermouth on the North side of the river, so through Blindcrake, Redmain, Woodhall Park. Then back via the Murthy. Cold cold but blue skies and sunshine so all very nice. Fells have some snow on them, might have to go play tomorrow :)",""
"2021-11-28","9","Running","","","02:13:37","","","02:13:37","","","","24.657","756.1","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Long one in a winter wonderland blizzard. Out to Sale Fell, then Ling Fell, then home via the Muthy. Bloody slidey on the fells, could have done with some dobs. Had planned a little Skiddaw from home but defo a good shout not to in that weather. About 100m from home I met the aunt who informed me power was out in the village (and is yet to return) so no shower/hot food for me, but it's time like these I have minecraft downloaded on the phone, great entertainment.",""
"2021-11-29","15","Running","","","00:15:25","","00:15:25","","","","","3.238","67.4","1.0","","","","","","","","","","","","NB Propel V2","","",""
"2021-11-29","15","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Nixons last gym, end of an era, big sad. Anyways we had some fun, including an exercise band + broom catapult system... (Also did do some actual gym, 90kg squats today)",""
"2021-11-29","15","XT","","","01:00:00","","01:00:00","","","","","","","1.0","","","","","","","","","","","","","","Elliptical, with friends this week, big win.",""
"2021-11-30","13","Running","","","00:59:37","","","","00:59:37","","","15.503","79.5","3.0","","","","","","","","","","","","NB Propel V2","","Raz time on the canal + WoL. Feeling a bit meh at the start, but soon realised was going into a headwind, way back was much better, got moving decently by the end. No seshwan whilst on the antibiotics but lots of good skog upcoming this weekend so not overly worried.

Don't wanna sound like my flatmate but the top of left calf was pretty tight, need to watch it.",""
"2021-12-01","14","Running","","","01:31:07","","","01:31:07","","","","14.274","586.7","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Seat with euoc. Did some scrambles then headed down into the park to play on the slides before heading back up and just catching sunset. Bloody excellent stuff.",""
"2021-12-02","8","Running","","","00:20:39","","00:20:39","","","","","3.993","63.4","1.0","","","","","","","","","","","","NB Propel V2","","",""
"2021-12-02","8","S & C","","","00:45:00","00:45:00","","","","","","","","0.0","","","","","","","","","","","","","","Gym.",""
"2021-12-02","18","Orienteering","","","00:09:39","00:09:39","","","","","","1.601","","0.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Pootle putting out beginner course.",""
"2021-12-02","18","Orienteering","","","00:37:12","","","00:37:12","","","","7.869","46.6","2.0","","","","","","","","","","","","NB Fuelcore Nitrel","","Joggo round FwtN planned by Davroski. Good stuff. Had a poop stop mid way round. Highlight of the evening was getting a box of hero's from Judy Bell, unbelievable stuff :))",""
